title,link,description,{http://purl.org/rss/1.0/modules/content/}encoded,pubDate,guid,ID
b'Shan - Karachi Beef Biryani',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93641',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/7cee1ef5-33dc-4d1c-8735-32f42083bb77/Karachi Beef Birvani.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nShan - Karachi Beef Biryani<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStar Food Impex GmbH\nHolstenhofweg 41a, 22043 Hamburg\n040 228 67 228 0\ninfo@starfoodimpex.de<br/>\n<b>Grund der Warnung:</b>\nBefund von R\xc3\xbcckst\xc3\xa4nden aus Pflanzenschutz- und Sch\xc3\xa4dlingsbek\xc3\xa4mpfungsmitteln \xe2\x80\x9eEthylenoxid\xe2\x80\x9c<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/7cee1ef5-33dc-4d1c-8735-32f42083bb77/Karachi Beef Birvani.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nShan - Karachi Beef Biryani<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStar Food Impex GmbH\nHolstenhofweg 41a, 22043 Hamburg\n040 228 67 228 0\ninfo@starfoodimpex.de<br/>\n<b>Grund der Warnung:</b>\nBefund von R\xc3\xbcckst\xc3\xa4nden aus Pflanzenschutz- und Sch\xc3\xa4dlingsbek\xc3\xa4mpfungsmitteln \xe2\x80\x9eEthylenoxid\xe2\x80\x9c<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Mon, 10 Jul 2023 12:13:27 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93641',79
b'Shan - Chicken Handi',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93628',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/a44781df-8866-4d82-98aa-3b3e35ecac05/Unbenannt.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nShan - Chicken Handi<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStar Food Impex GmbH\nHolstenhofweg 41a, 22043 Hamburg\n040 228 67 228 0\ninfo@starfoodimpex.de<br/>\n<b>Grund der Warnung:</b>\nBefund von R\xc3\xbcckst\xc3\xa4nden aus Pflanzenschutz- und Sch\xc3\xa4dlingsbek\xc3\xa4mpfungsmitteln \xe2\x80\x9eEthylenoxid\xe2\x80\x9c<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern, Berlin, Bremen, Hamburg, Niedersachsen, Nordrhein-Westfalen, Sachsen-Anhalt, Schleswig-Holstein<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/a44781df-8866-4d82-98aa-3b3e35ecac05/Unbenannt.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nShan - Chicken Handi<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStar Food Impex GmbH\nHolstenhofweg 41a, 22043 Hamburg\n040 228 67 228 0\ninfo@starfoodimpex.de<br/>\n<b>Grund der Warnung:</b>\nBefund von R\xc3\xbcckst\xc3\xa4nden aus Pflanzenschutz- und Sch\xc3\xa4dlingsbek\xc3\xa4mpfungsmitteln \xe2\x80\x9eEthylenoxid\xe2\x80\x9c<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern, Berlin, Bremen, Hamburg, Niedersachsen, Nordrhein-Westfalen, Sachsen-Anhalt, Schleswig-Holstein<br/>\n'","b'Mon, 10 Jul 2023 12:08:13 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93628',80
b'Shan - Curry Powder',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93618',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/f171b801-b0c9-4f15-b6cf-9d4e6745d2c9/Unbenannt.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nShan - Curry Powder<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStar Food Impex GmbH\nHolstenhofweg 41a, 22043 Hamburg\n040 228 67 228 0\ninfo@starfoodimpex.de<br/>\n<b>Grund der Warnung:</b>\nBefund von R\xc3\xbcckst\xc3\xa4nden aus Pflanzenschutz- und Sch\xc3\xa4dlingsbek\xc3\xa4mpfungsmitteln \xe2\x80\x9eEthylenoxid\xe2\x80\x9c<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Bremen, Hamburg, Hessen, Nordrhein-Westfalen, Schleswig-Holstein<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/f171b801-b0c9-4f15-b6cf-9d4e6745d2c9/Unbenannt.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nShan - Curry Powder<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStar Food Impex GmbH\nHolstenhofweg 41a, 22043 Hamburg\n040 228 67 228 0\ninfo@starfoodimpex.de<br/>\n<b>Grund der Warnung:</b>\nBefund von R\xc3\xbcckst\xc3\xa4nden aus Pflanzenschutz- und Sch\xc3\xa4dlingsbek\xc3\xa4mpfungsmitteln \xe2\x80\x9eEthylenoxid\xe2\x80\x9c<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Bremen, Hamburg, Hessen, Nordrhein-Westfalen, Schleswig-Holstein<br/>\n'","b'Mon, 10 Jul 2023 12:02:12 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93618',81
b'Shan - Tikka',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93598',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/33258118-5b75-4f09-91fc-ffd26123e5f0/Tikka.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nShan - Tikka<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStar Food Impex GmbH\nHolstenhofweg 41a, 22043 Hamburg\n040 228 67 228 0\ninfo@starfoodimpex.de<br/>\n<b>Grund der Warnung:</b>\nBefund von R\xc3\xbcckst\xc3\xa4nden aus Pflanzenschutz- und Sch\xc3\xa4dlingsbek\xc3\xa4mpfungsmittel \'Ethylenoxid\'<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern, Berlin, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Sachsen-Anhalt, Schleswig-Holstein<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/33258118-5b75-4f09-91fc-ffd26123e5f0/Tikka.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nShan - Tikka<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStar Food Impex GmbH\nHolstenhofweg 41a, 22043 Hamburg\n040 228 67 228 0\ninfo@starfoodimpex.de<br/>\n<b>Grund der Warnung:</b>\nBefund von R\xc3\xbcckst\xc3\xa4nden aus Pflanzenschutz- und Sch\xc3\xa4dlingsbek\xc3\xa4mpfungsmittel \'Ethylenoxid\'<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern, Berlin, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Sachsen-Anhalt, Schleswig-Holstein<br/>\n'","b'Mon, 10 Jul 2023 11:54:01 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93598',82
b'Shan - Seekh Kabab',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93585',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/18d1418e-bff1-48ce-9173-d6ccaad2d68a/Seekh KABAB.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nShan - Seekh Kabab<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStar Food Impex GmbH\nHolstenhofweg 41a, 22043 Hamburg\n040 228 67 228 0\ninfo@starfoodimpex.de<br/>\n<b>Grund der Warnung:</b>\nBefund vom R\xc3\xbcckst\xc3\xa4nde aus Pflanzenschutz- und Sch\xc3\xa4dlingsbek\xc3\xa4mpfungsmitteln \xe2\x80\x9eEthylenoxid\xe2\x80\x9c<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Sachsen-Anhalt, Schleswig-Holstein<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/18d1418e-bff1-48ce-9173-d6ccaad2d68a/Seekh KABAB.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nShan - Seekh Kabab<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStar Food Impex GmbH\nHolstenhofweg 41a, 22043 Hamburg\n040 228 67 228 0\ninfo@starfoodimpex.de<br/>\n<b>Grund der Warnung:</b>\nBefund vom R\xc3\xbcckst\xc3\xa4nde aus Pflanzenschutz- und Sch\xc3\xa4dlingsbek\xc3\xa4mpfungsmitteln \xe2\x80\x9eEthylenoxid\xe2\x80\x9c<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Sachsen-Anhalt, Schleswig-Holstein<br/>\n'","b'Mon, 10 Jul 2023 11:44:02 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93585',83
b'MEANDROS \xe2\x80\x93 Feta 200g',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93537',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/982bd547-64c5-4a10-880c-73ba4d8403a3/Produktbild1.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nMEANDROS \xe2\x80\x93 Feta 200g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nFirma Trienon GmbH (Inverkehrbringer auf der Verpackung: Exarhos S.A.)\n\nvertrieben durch Fa. NORMA Lebensmittelfilialbetrieb Stiftung & Co. KG<br/>\n<b>Grund der Warnung:</b>\nShigatoxin-bildende Escherichia coli (STEC)<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Sachsen-Anhalt, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/982bd547-64c5-4a10-880c-73ba4d8403a3/Produktbild1.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nMEANDROS \xe2\x80\x93 Feta 200g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nFirma Trienon GmbH (Inverkehrbringer auf der Verpackung: Exarhos S.A.)\n\nvertrieben durch Fa. NORMA Lebensmittelfilialbetrieb Stiftung & Co. KG<br/>\n<b>Grund der Warnung:</b>\nShigatoxin-bildende Escherichia coli (STEC)<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Sachsen-Anhalt, Th\xc3\xbcringen<br/>\n'","b'Wed, 05 Jul 2023 12:27:28 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93537',84
b'Taris Gardenya Kolonyasi 300 ml',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/kosmetische+mittel/93520',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/125740a4-02cd-457f-9479-83ac1e2394b2/Taris Gardenya.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nTaris Gardenya Kolonyasi 300 ml<br/>\n<b>Typ:</b>\nkosmetische Mittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nAkar GmbH<br/>\n<b>Grund der Warnung:</b>\nFeststellung des Duftstoffes ""Butylphenyl Methypropional""<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Sachsen-Anhalt<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/125740a4-02cd-457f-9479-83ac1e2394b2/Taris Gardenya.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nTaris Gardenya Kolonyasi 300 ml<br/>\n<b>Typ:</b>\nkosmetische Mittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nAkar GmbH<br/>\n<b>Grund der Warnung:</b>\nFeststellung des Duftstoffes ""Butylphenyl Methypropional""<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Sachsen-Anhalt<br/>\n'","b'Wed, 05 Jul 2023 08:05:53 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/kosmetische+mittel/93520',85
b'Taris Manolya Kolonyasi 300 ml',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/kosmetische+mittel/93514',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/5a882962-774f-491a-85ec-d96eee626294/Taris Manolya.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nTaris Manolya Kolonyasi 300 ml<br/>\n<b>Typ:</b>\nkosmetische Mittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nAkar GmbH<br/>\n<b>Grund der Warnung:</b>\nNachweis des Duftstoffes ""Butylphenyl Methylpropional""<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern, Berlin, Sachsen-Anhalt<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/5a882962-774f-491a-85ec-d96eee626294/Taris Manolya.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nTaris Manolya Kolonyasi 300 ml<br/>\n<b>Typ:</b>\nkosmetische Mittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nAkar GmbH<br/>\n<b>Grund der Warnung:</b>\nNachweis des Duftstoffes ""Butylphenyl Methylpropional""<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern, Berlin, Sachsen-Anhalt<br/>\n'","b'Wed, 05 Jul 2023 08:01:14 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/kosmetische+mittel/93514',86
"b'Parmigiano Reggiano (1,5 kg)'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93485',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/bf489016-5cf1-4901-a916-52b9edc573c1/Unbenannt.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nParmigiano Reggiano (1,5 kg)<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer: \nVall\xc3\xa9e Verte Handelsgesellschaft f\xc3\xbcr Naturprodukte mbH\nFreiburger Str. 2a \n77694 Kehl<br/>\n<b>Grund der Warnung:</b>\nWegen des vorsorglichen Verbraucherschutzes wird das Produkt Parmigiano Reggiano (1,5 kg) St\xc3\xbcck zur\xc3\xbcckgerufen, da ein Glasst\xc3\xbcck (5 cm lang, 1,5 cm breit) gefunden wurde.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Schleswig-Holstein<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/bf489016-5cf1-4901-a916-52b9edc573c1/Unbenannt.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nParmigiano Reggiano (1,5 kg)<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer: \nVall\xc3\xa9e Verte Handelsgesellschaft f\xc3\xbcr Naturprodukte mbH\nFreiburger Str. 2a \n77694 Kehl<br/>\n<b>Grund der Warnung:</b>\nWegen des vorsorglichen Verbraucherschutzes wird das Produkt Parmigiano Reggiano (1,5 kg) St\xc3\xbcck zur\xc3\xbcckgerufen, da ein Glasst\xc3\xbcck (5 cm lang, 1,5 cm breit) gefunden wurde.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Schleswig-Holstein<br/>\n'","b'Tue, 04 Jul 2023 07:42:23 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93485',87
"b'Gerolsteiner Naturell in der 0,75l-Glas-Individualflasche'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93417',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/28f61ab3-332d-4376-936c-84d53f7f585e/Naturell_Glas_MW_0_75_Fl_2020.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nGerolsteiner Naturell in der 0,75l-Glas-Individualflasche<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nGerolsteiner Brunnen GmbH & Co.KG, Vulkanring, 54567 Gerolstein<br/>\n<b>Grund der Warnung:</b>\nEs wurde festgestellt, dass bei vereinzelten Flaschen Schimmel entstanden sein kann.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Hessen, Rheinland-Pfalz, Saarland<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/28f61ab3-332d-4376-936c-84d53f7f585e/Naturell_Glas_MW_0_75_Fl_2020.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nGerolsteiner Naturell in der 0,75l-Glas-Individualflasche<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nGerolsteiner Brunnen GmbH & Co.KG, Vulkanring, 54567 Gerolstein<br/>\n<b>Grund der Warnung:</b>\nEs wurde festgestellt, dass bei vereinzelten Flaschen Schimmel entstanden sein kann.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Hessen, Rheinland-Pfalz, Saarland<br/>\n'","b'Fri, 30 Jun 2023 14:08:02 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93417',88
b'Coffee Slim Secret (Mindesthaltbarkeitsdatum: 01.06.2024) Detox Slim Secret (Mindesthaltbarkeitsdatum: 19.09.2025) (andere Mindesthaltbarkeitsdaten k\xc3\xb6nnen nicht ausgeschlossen werden) Slim Secret Tea',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93329',"b'<b>Produktbezeichnung:</b>\nCoffee Slim Secret (Mindesthaltbarkeitsdatum: 01.06.2024)\n\nDetox Slim Secret (Mindesthaltbarkeitsdatum: 19.09.2025)\n(andere Mindesthaltbarkeitsdaten k\xc3\xb6nnen nicht ausgeschlossen werden)\n\nSlim Secret Tea<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nFurkan Kabakyer, 73447 Oberkochen, Am Ahornrain 8\n\nVermarktung: \xc3\xbcber den Instagram-Account slimsecret_\nund ggf. \xc3\xbcber andere soziale Netzwerke<br/>\n<b>Grund der Warnung:</b>\nDie Produkte enthalten den nicht deklarierten Appetitz\xc3\xbcgler Sibutramin in erh\xc3\xb6hter Dosierung. Die Produkte (Kaffee- und Teebeutel) sind als rein pflanzlich gekennzeichnet.\nSibutramin ist ein illegales / gesundheitssch\xc3\xa4dliches Arzneimittel. Es verursacht gravierende Nebenwirkungen wie ein erh\xc3\xb6htes Herzinfarktrisiko f\xc3\xbcr Herz-Kreislauf-Patienten, Blutdruckerh\xc3\xb6hung, Kopfschmerzen, Schlaflosigkeit. Teilweise sind Todesf\xc3\xa4lle aufgetreten.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<b>Produktbezeichnung:</b>\nCoffee Slim Secret (Mindesthaltbarkeitsdatum: 01.06.2024)\n\nDetox Slim Secret (Mindesthaltbarkeitsdatum: 19.09.2025)\n(andere Mindesthaltbarkeitsdaten k\xc3\xb6nnen nicht ausgeschlossen werden)\n\nSlim Secret Tea<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nFurkan Kabakyer, 73447 Oberkochen, Am Ahornrain 8\n\nVermarktung: \xc3\xbcber den Instagram-Account slimsecret_\nund ggf. \xc3\xbcber andere soziale Netzwerke<br/>\n<b>Grund der Warnung:</b>\nDie Produkte enthalten den nicht deklarierten Appetitz\xc3\xbcgler Sibutramin in erh\xc3\xb6hter Dosierung. Die Produkte (Kaffee- und Teebeutel) sind als rein pflanzlich gekennzeichnet.\nSibutramin ist ein illegales / gesundheitssch\xc3\xa4dliches Arzneimittel. Es verursacht gravierende Nebenwirkungen wie ein erh\xc3\xb6htes Herzinfarktrisiko f\xc3\xbcr Herz-Kreislauf-Patienten, Blutdruckerh\xc3\xb6hung, Kopfschmerzen, Schlaflosigkeit. Teilweise sind Todesf\xc3\xa4lle aufgetreten.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Fri, 30 Jun 2023 11:56:25 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/93329',89
b'Melamin-Becher 300 ml Melamin-Schale 15 cm',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/bedarfsgegenstaende/93344',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/bf28fcda-4c34-4efb-8d9d-fbc03ff33b8e/Bild Becher.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nMelamin-Becher 300 ml\nMelamin-Schale 15 cm<br/>\n<b>Typ:</b>\nBedarfsgegenst\xc3\xa4nde<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nWoolworth GmbH\nM\xc3\xb6nninghoffs Feld 5\n59425 Unna<br/>\n<b>Grund der Warnung:</b>\nMigration von Formaldehyd<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/bf28fcda-4c34-4efb-8d9d-fbc03ff33b8e/Bild Becher.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nMelamin-Becher 300 ml\nMelamin-Schale 15 cm<br/>\n<b>Typ:</b>\nBedarfsgegenst\xc3\xa4nde<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nWoolworth GmbH\nM\xc3\xb6nninghoffs Feld 5\n59425 Unna<br/>\n<b>Grund der Warnung:</b>\nMigration von Formaldehyd<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Fri, 30 Jun 2023 11:44:35 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/bedarfsgegenstaende/93344',90
"b'Wildbock messing blue Sneaker Wildbock Utah grey Sneaker der Marken ""Gwandler 1895"" und ""Alpenclassics""'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/bedarfsgegenstaende/93223',"b'<b>Produktbezeichnung:</b>\nWildbock messing blue Sneaker\nWildbock Utah grey Sneaker\nder Marken ""Gwandler 1895"" und ""Alpenclassics""<br/>\n<b>Typ:</b>\nBedarfsgegenst\xc3\xa4nde<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStonerock Design GmbH\nSch\xc3\xbctzenstr. 51\n78532 Tuttlingen<br/>\n<b>Grund der Warnung:</b>\nChrom VI Belastung<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Nordrhein-Westfalen, Th\xc3\xbcringen<br/>\n'","b'<b>Produktbezeichnung:</b>\nWildbock messing blue Sneaker\nWildbock Utah grey Sneaker\nder Marken ""Gwandler 1895"" und ""Alpenclassics""<br/>\n<b>Typ:</b>\nBedarfsgegenst\xc3\xa4nde<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStonerock Design GmbH\nSch\xc3\xbctzenstr. 51\n78532 Tuttlingen<br/>\n<b>Grund der Warnung:</b>\nChrom VI Belastung<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Nordrhein-Westfalen, Th\xc3\xbcringen<br/>\n'","b'Thu, 29 Jun 2023 08:02:37 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/bedarfsgegenstaende/93223',91
